target,location,truth_date,year_week,value,data_source
ARI incidence,EE,2024-08-04,2024-W31,101.4,ERVISS
ARI incidence,EE,2024-07-28,2024-W30,83.0,ERVISS
ARI incidence,EE,2024-07-21,2024-W29,89.8,ERVISS
ARI incidence,EE,2024-07-14,2024-W28,95.0,ERVISS
ARI incidence,EE,2024-06-16,2024-W24,110.7,ERVISS
ARI incidence,EE,2024-06-09,2024-W23,101.1,ERVISS
ARI incidence,EE,2024-06-02,2024-W22,132.2,ERVISS
ARI incidence,EE,2024-05-19,2024-W20,177.2,ERVISS
ARI incidence,EE,2024-05-12,2024-W19,140.6,ERVISS
ARI incidence,EE,2024-05-05,2024-W18,133.3,ERVISS
ARI incidence,EE,2024-04-28,2024-W17,161.8,ERVISS
ARI incidence,EE,2024-04-21,2024-W16,182.9,ERVISS
ARI incidence,EE,2024-04-14,2024-W15,207.1,ERVISS
ARI incidence,EE,2024-04-07,2024-W14,208.0,ERVISS
ARI incidence,EE,2024-03-31,2024-W13,180.5,ERVISS
ARI incidence,EE,2024-03-24,2024-W12,197.8,ERVISS
ARI incidence,EE,2024-03-17,2024-W11,192.7,ERVISS
ARI incidence,EE,2024-03-10,2024-W10,192.1,ERVISS
ARI incidence,EE,2024-03-03,2024-W09,217.4,ERVISS
ARI incidence,EE,2024-02-25,2024-W08,234.3,ERVISS
ARI incidence,EE,2024-02-18,2024-W07,222.3,ERVISS
ARI incidence,EE,2024-02-11,2024-W06,213.8,ERVISS
ARI incidence,EE,2024-02-04,2024-W05,208.8,ERVISS
ARI incidence,EE,2024-01-28,2024-W04,215.7,ERVISS
ARI incidence,EE,2024-01-21,2024-W03,216.0,ERVISS
ARI incidence,EE,2024-01-14,2024-W02,261.4,ERVISS
ARI incidence,EE,2024-01-07,2024-W01,238.2,ERVISS
ARI incidence,EE,2023-12-31,2023-W52,266.2,ERVISS
ARI incidence,EE,2023-12-24,2023-W51,382.8,ERVISS
ARI incidence,EE,2023-12-17,2023-W50,516.4,ERVISS
ARI incidence,EE,2023-12-10,2023-W49,463.7,ERVISS
ARI incidence,EE,2023-12-03,2023-W48,501.2,ERVISS
ARI incidence,EE,2023-11-26,2023-W47,401.5,ERVISS
ARI incidence,EE,2023-11-19,2023-W46,324.3,ERVISS
ARI incidence,EE,2023-11-12,2023-W45,417.2,ERVISS
ARI incidence,EE,2023-11-05,2023-W44,245.5,ERVISS
ARI incidence,EE,2023-10-29,2023-W43,186.4,ERVISS
ARI incidence,EE,2023-10-22,2023-W42,148.1,ERVISS
ARI incidence,EE,2023-10-15,2023-W41,165.5,ERVISS
ARI incidence,EE,2023-10-08,2023-W40,132.9,ERVISS
ARI incidence,EE,2023-10-01,2023-W39,173.0,ERVISS
ARI incidence,EE,2023-09-24,2023-W38,154.2,ERVISS
ARI incidence,EE,2023-09-17,2023-W37,117.7,ERVISS
ARI incidence,EE,2023-09-10,2023-W36,74.7,ERVISS
ARI incidence,EE,2023-09-03,2023-W35,84.7,ERVISS
ARI incidence,EE,2023-08-27,2023-W34,56.0,ERVISS
ARI incidence,EE,2023-08-20,2023-W33,50.9,ERVISS
ARI incidence,EE,2023-08-13,2023-W32,50.3,ERVISS
ARI incidence,EE,2023-08-06,2023-W31,50.3,ERVISS
ARI incidence,EE,2023-07-23,2023-W29,49.5,ERVISS
ARI incidence,EE,2023-07-16,2023-W28,61.2,ERVISS
ARI incidence,EE,2023-07-09,2023-W27,70.3,ERVISS
ARI incidence,EE,2023-07-02,2023-W26,86.7,ERVISS
ARI incidence,EE,2023-06-25,2023-W25,63.4,ERVISS
ARI incidence,EE,2023-06-18,2023-W24,113.4,ERVISS
ARI incidence,EE,2023-06-11,2023-W23,120.3,ERVISS
ARI incidence,EE,2023-06-04,2023-W22,143.7,ERVISS
ARI incidence,EE,2023-05-28,2023-W21,132.1,ERVISS
ARI incidence,EE,2023-05-21,2023-W20,142.8,ERVISS
ARI incidence,EE,2023-05-14,2023-W19,133.2,ERVISS
ARI incidence,EE,2023-05-07,2023-W18,152.1,ERVISS
ARI incidence,EE,2023-04-30,2023-W17,174.8,ERVISS
ARI incidence,EE,2023-04-23,2023-W16,209.3,ERVISS
ARI incidence,EE,2023-04-16,2023-W15,239.2,ERVISS
ARI incidence,EE,2023-04-09,2023-W14,172.6,ERVISS
ARI incidence,EE,2023-04-02,2023-W13,271.5,ERVISS
ARI incidence,EE,2023-03-26,2023-W12,232.5,ERVISS
ARI incidence,EE,2023-03-19,2023-W11,230.1,ERVISS
ARI incidence,EE,2023-03-12,2023-W10,233.4,ERVISS
ARI incidence,EE,2023-03-05,2023-W09,250.7,ERVISS
ARI incidence,EE,2023-02-26,2023-W08,25.2,ERVISS
ARI incidence,EE,2023-02-19,2023-W07,237.7,ERVISS
ARI incidence,EE,2023-02-12,2023-W06,273.6,ERVISS
ARI incidence,EE,2023-02-05,2023-W05,277.2,ERVISS
ARI incidence,EE,2023-01-29,2023-W04,277.9,ERVISS
ARI incidence,EE,2023-01-22,2023-W03,288.8,ERVISS
ARI incidence,EE,2023-01-15,2023-W02,345.0,ERVISS
ARI incidence,EE,2023-01-08,2023-W01,395.6,ERVISS
ARI incidence,EE,2023-01-01,2022-W52,518.0,ERVISS
ARI incidence,EE,2022-12-25,2022-W51,390.2,ERVISS
ARI incidence,EE,2022-12-18,2022-W50,528.8,ERVISS
ARI incidence,EE,2022-12-11,2022-W49,401.1,ERVISS
ARI incidence,EE,2022-12-04,2022-W48,388.1,ERVISS
ARI incidence,EE,2022-11-20,2022-W46,284.4,ERVISS
ARI incidence,EE,2022-11-13,2022-W45,248.3,ERVISS
ARI incidence,EE,2022-11-06,2022-W44,248.5,ERVISS
ARI incidence,EE,2022-10-30,2022-W43,297.5,ERVISS
ARI incidence,EE,2022-10-23,2022-W42,286.1,ERVISS
ARI incidence,EE,2022-10-16,2022-W41,290.8,ERVISS
ARI incidence,EE,2022-10-09,2022-W40,293.5,ERVISS
ARI incidence,EE,2022-10-02,2022-W39,346.9,ERVISS
ARI incidence,EE,2022-09-25,2022-W38,291.6,ERVISS
ARI incidence,EE,2022-09-18,2022-W37,253.9,ERVISS
ARI incidence,EE,2022-09-11,2022-W36,196.0,ERVISS
ARI incidence,EE,2022-09-04,2022-W35,169.7,ERVISS
ARI incidence,EE,2022-08-28,2022-W34,168.4,ERVISS
ARI incidence,EE,2022-08-21,2022-W33,185.8,ERVISS
ARI incidence,EE,2022-08-14,2022-W32,173.0,ERVISS
ARI incidence,EE,2022-08-07,2022-W31,214.9,ERVISS
ARI incidence,EE,2022-07-31,2022-W30,214.9,ERVISS
ARI incidence,EE,2022-07-24,2022-W29,157.4,ERVISS
ARI incidence,EE,2022-07-10,2022-W27,138.6,ERVISS
ARI incidence,EE,2022-07-03,2022-W26,175.2,ERVISS
ARI incidence,EE,2022-06-26,2022-W25,88.9,ERVISS
ARI incidence,EE,2022-06-19,2022-W24,184.8,ERVISS
ARI incidence,EE,2022-06-12,2022-W23,169.4,ERVISS
ARI incidence,EE,2022-06-05,2022-W22,193.7,ERVISS
ARI incidence,EE,2022-05-29,2022-W21,191.0,ERVISS
ARI incidence,EE,2022-05-22,2022-W20,200.0,ERVISS
ARI incidence,EE,2022-05-15,2022-W19,202.2,ERVISS
ARI incidence,EE,2022-05-08,2022-W18,207.7,ERVISS
ARI incidence,EE,2022-05-01,2022-W17,280.9,ERVISS
ARI incidence,EE,2022-04-24,2022-W16,330.1,ERVISS
ARI incidence,EE,2022-04-17,2022-W15,254.2,ERVISS
ARI incidence,EE,2022-04-10,2022-W14,337.7,ERVISS
ARI incidence,EE,2022-04-03,2022-W13,434.5,ERVISS
ARI incidence,EE,2022-03-27,2022-W12,475.6,ERVISS
ARI incidence,EE,2022-03-20,2022-W11,522.2,ERVISS
ARI incidence,EE,2022-03-13,2022-W10,560.6,ERVISS
ARI incidence,EE,2022-03-06,2022-W09,830.2,ERVISS
ARI incidence,EE,2022-02-27,2022-W08,881.3,ERVISS
ARI incidence,EE,2022-02-20,2022-W07,889.7,ERVISS
ARI incidence,EE,2022-02-13,2022-W06,899.4,ERVISS
ARI incidence,EE,2022-02-06,2022-W05,817.3,ERVISS
ARI incidence,EE,2022-01-30,2022-W04,627.8,ERVISS
ARI incidence,EE,2022-01-23,2022-W03,479.9,ERVISS
ARI incidence,EE,2022-01-16,2022-W02,328.7,ERVISS
ARI incidence,EE,2022-01-09,2022-W01,333.4,ERVISS
ARI incidence,EE,2022-01-02,2021-W52,343.9,ERVISS
ARI incidence,EE,2021-12-26,2021-W51,219.3,ERVISS
ARI incidence,EE,2021-12-19,2021-W50,329.7,ERVISS
ARI incidence,EE,2021-12-12,2021-W49,343.1,ERVISS
ARI incidence,EE,2021-12-05,2021-W48,371.7,ERVISS
ARI incidence,EE,2021-11-28,2021-W47,396.7,ERVISS
ARI incidence,EE,2021-11-21,2021-W46,376.8,ERVISS
ARI incidence,EE,2021-11-14,2021-W45,394.8,ERVISS
ARI incidence,EE,2021-11-07,2021-W44,464.3,ERVISS
ARI incidence,EE,2021-10-31,2021-W43,486.6,ERVISS
ARI incidence,EE,2021-10-24,2021-W42,426.8,ERVISS
ARI incidence,EE,2021-10-17,2021-W41,416.7,ERVISS
ARI incidence,EE,2021-10-10,2021-W40,385.5,ERVISS
ARI incidence,EE,2021-10-03,2021-W39,443.4,ERVISS
ARI incidence,EE,2021-09-26,2021-W38,403.3,ERVISS
ARI incidence,EE,2021-09-19,2021-W37,365.1,ERVISS
ARI incidence,EE,2021-09-12,2021-W36,252.6,ERVISS
ARI incidence,EE,2021-09-05,2021-W35,239.1,ERVISS
ARI incidence,EE,2021-08-29,2021-W34,176.4,ERVISS
ARI incidence,EE,2021-08-22,2021-W33,97.3,ERVISS
ARI incidence,EE,2021-08-15,2021-W32,125.4,ERVISS
ARI incidence,EE,2021-08-08,2021-W31,108.7,ERVISS
ARI incidence,EE,2021-08-01,2021-W30,90.8,ERVISS
ARI incidence,EE,2021-07-25,2021-W29,70.4,ERVISS
ARI incidence,EE,2021-07-18,2021-W28,74.7,ERVISS
ARI incidence,EE,2021-07-11,2021-W27,81.8,ERVISS
ARI incidence,EE,2021-07-04,2021-W26,98.9,ERVISS
ARI incidence,EE,2021-06-27,2021-W25,77.7,ERVISS
ARI incidence,EE,2021-06-13,2021-W23,147.9,ERVISS
ARI incidence,EE,2021-06-06,2021-W22,168.5,ERVISS
ARI incidence,EE,2021-05-30,2021-W21,168.4,ERVISS
ARI incidence,EE,2021-05-23,2021-W20,147.7,ERVISS
ARI incidence,EE,2021-05-16,2021-W19,147.6,ERVISS
ARI incidence,EE,2021-05-09,2021-W18,121.8,ERVISS
ARI incidence,EE,2021-05-02,2021-W17,137.9,ERVISS
ARI incidence,EE,2021-04-25,2021-W16,139.7,ERVISS
ARI incidence,EE,2021-04-18,2021-W15,156.5,ERVISS
ARI incidence,EE,2021-04-11,2021-W14,175.8,ERVISS
ARI incidence,EE,2021-04-04,2021-W13,207.0,ERVISS
ARI incidence,EE,2021-03-28,2021-W12,279.1,ERVISS
ARI incidence,EE,2021-03-21,2021-W11,300.1,ERVISS
ARI incidence,EE,2021-03-14,2021-W10,272.8,ERVISS
ARI incidence,EE,2021-03-07,2021-W09,277.0,ERVISS
ARI incidence,EE,2021-02-28,2021-W08,274.2,ERVISS
ARI incidence,EE,2021-02-21,2021-W07,292.1,ERVISS
ARI incidence,EE,2021-02-14,2021-W06,213.0,ERVISS
ARI incidence,EE,2021-02-07,2021-W05,217.1,ERVISS
ARI incidence,EE,2021-01-31,2021-W04,234.0,ERVISS
ARI incidence,EE,2021-01-24,2021-W03,212.5,ERVISS
ARI incidence,EE,2021-01-17,2021-W02,202.1,ERVISS
ARI incidence,EE,2021-01-10,2021-W01,195.3,ERVISS
ARI incidence,EE,2021-01-03,2020-W53,221.6,ERVISS
ARI incidence,EE,2020-12-27,2020-W52,130.7,ERVISS
ARI incidence,EE,2020-12-20,2020-W51,280.6,ERVISS
ARI incidence,EE,2020-12-13,2020-W50,291.3,ERVISS
ARI incidence,EE,2020-12-06,2020-W49,327.7,ERVISS
ARI incidence,EE,2020-11-22,2020-W47,304.8,ERVISS
ARI incidence,EE,2020-11-15,2020-W46,235.1,ERVISS
ARI incidence,EE,2020-11-08,2020-W45,217.6,ERVISS
ARI incidence,EE,2020-11-01,2020-W44,209.8,ERVISS
ARI incidence,EE,2020-10-25,2020-W43,177.4,ERVISS
ARI incidence,EE,2020-10-11,2020-W41,218.3,ERVISS
ARI incidence,EE,2020-10-04,2020-W40,328.1,ERVISS
ARI incidence,EE,2020-09-27,2020-W39,359.0,ERVISS
ARI incidence,EE,2020-09-20,2020-W38,316.7,ERVISS
ARI incidence,EE,2020-09-13,2020-W37,220.2,ERVISS
ARI incidence,EE,2020-09-06,2020-W36,174.1,ERVISS
ARI incidence,EE,2020-08-23,2020-W34,109.4,ERVISS
ARI incidence,EE,2020-08-16,2020-W33,114.7,ERVISS
ARI incidence,EE,2020-08-09,2020-W32,92.4,ERVISS
ARI incidence,EE,2020-08-02,2020-W31,66.6,ERVISS
ARI incidence,EE,2020-07-26,2020-W30,39.6,ERVISS
ARI incidence,EE,2020-07-19,2020-W29,42.6,ERVISS
ARI incidence,EE,2020-07-12,2020-W28,35.3,ERVISS
ARI incidence,EE,2020-06-28,2020-W26,40.8,ERVISS
ARI incidence,EE,2020-06-21,2020-W25,44.9,ERVISS
ARI incidence,FI,2025-03-23,2025-W12,3061.4,ERVISS
ARI incidence,FI,2025-03-16,2025-W11,3320.0,ERVISS
ARI incidence,FI,2025-03-09,2025-W10,3021.4,ERVISS
ARI incidence,FI,2025-03-02,2025-W09,3265.7,ERVISS
ARI incidence,FI,2025-02-23,2025-W08,3112.0,ERVISS
ARI incidence,FI,2025-02-16,2025-W07,2707.7,ERVISS
ARI incidence,FI,2025-02-09,2025-W06,2539.5,ERVISS
ARI incidence,FI,2025-01-26,2025-W04,2562.7,ERVISS
ARI incidence,FI,2025-01-19,2025-W03,2266.7,ERVISS
ARI incidence,FI,2025-01-12,2025-W02,2553.7,ERVISS
ARI incidence,FI,2025-01-05,2025-W01,3147.9,ERVISS
ARI incidence,FI,2024-12-29,2024-W52,2724.9,ERVISS
ARI incidence,FI,2024-12-22,2024-W51,3357.6,ERVISS
ARI incidence,FI,2024-12-15,2024-W50,3216.8,ERVISS
ARI incidence,FI,2024-12-08,2024-W49,2915.2,ERVISS
ARI incidence,FI,2024-12-01,2024-W48,2978.1,ERVISS
ARI incidence,FI,2024-11-24,2024-W47,3060.7,ERVISS
ARI incidence,FI,2024-11-17,2024-W46,2802.6,ERVISS
ARI incidence,FI,2024-11-10,2024-W45,2634.8,ERVISS
ARI incidence,FI,2024-11-03,2024-W44,2622.2,ERVISS
ARI incidence,FI,2024-10-27,2024-W43,3199.7,ERVISS
ARI incidence,FI,2024-10-20,2024-W42,3475.8,ERVISS
ARI incidence,FI,2024-10-13,2024-W41,3388.2,ERVISS
ARI incidence,FI,2024-10-06,2024-W40,3380.8,ERVISS
ARI incidence,FI,2024-09-29,2024-W39,3347.8,ERVISS
ARI incidence,FI,2024-09-22,2024-W38,2964.8,ERVISS
ARI incidence,FI,2024-09-15,2024-W37,2871.6,ERVISS
ARI incidence,FI,2024-09-08,2024-W36,2769.4,ERVISS
ARI incidence,FI,2024-09-01,2024-W35,2835.8,ERVISS
ARI incidence,FI,2024-08-25,2024-W34,2691.2,ERVISS
ARI incidence,FI,2024-08-18,2024-W33,2269.2,ERVISS
ARI incidence,FI,2024-08-11,2024-W32,2090.5,ERVISS
ARI incidence,FI,2024-08-04,2024-W31,2039.8,ERVISS
ARI incidence,FI,2024-07-28,2024-W30,2047.2,ERVISS
ARI incidence,FI,2024-07-21,2024-W29,2019.1,ERVISS
ARI incidence,FI,2024-07-14,2024-W28,2001.9,ERVISS
ARI incidence,FI,2024-07-07,2024-W27,1950.3,ERVISS
ARI incidence,FI,2024-06-30,2024-W26,1999.6,ERVISS
ARI incidence,FI,2024-06-23,2024-W25,1822.9,ERVISS
ARI incidence,FI,2024-06-16,2024-W24,1894.1,ERVISS
ARI incidence,FI,2024-06-09,2024-W23,1681.8,ERVISS
ARI incidence,FI,2024-06-02,2024-W22,1170.0,ERVISS
ARI incidence,FI,2024-05-26,2024-W21,1741.1,ERVISS
ARI incidence,FI,2024-05-19,2024-W20,1833.9,ERVISS
ARI incidence,FI,2024-05-12,2024-W19,1975.3,ERVISS
ARI incidence,FI,2024-05-05,2024-W18,1880.6,ERVISS
ARI incidence,FI,2024-04-28,2024-W17,2069.7,ERVISS
ARI incidence,FI,2024-04-21,2024-W16,1932.7,ERVISS
ARI incidence,FI,2024-04-14,2024-W15,1946.9,ERVISS
ARI incidence,FI,2024-04-07,2024-W14,2094.1,ERVISS
ARI incidence,FI,2024-03-31,2024-W13,2015.7,ERVISS
ARI incidence,FI,2024-03-24,2024-W12,2087.7,ERVISS
ARI incidence,FI,2024-03-17,2024-W11,2099.6,ERVISS
ARI incidence,FI,2024-03-10,2024-W10,2156.5,ERVISS
ARI incidence,FI,2024-03-03,2024-W09,2284.2,ERVISS
ARI incidence,FI,2024-02-25,2024-W08,2270.4,ERVISS
ARI incidence,FI,2024-02-18,2024-W07,2274.8,ERVISS
ARI incidence,FI,2024-02-11,2024-W06,2111.8,ERVISS
ARI incidence,FI,2024-02-04,2024-W05,2447.4,ERVISS
ARI incidence,FI,2024-01-28,2024-W04,2063.5,ERVISS
ARI incidence,FI,2024-01-21,2024-W03,2130.4,ERVISS
ARI incidence,FI,2024-01-14,2024-W02,2947.9,ERVISS
ARI incidence,FI,2024-01-07,2024-W01,3798.0,ERVISS
ARI incidence,FI,2023-12-31,2023-W52,4092.2,ERVISS
ARI incidence,FI,2023-12-24,2023-W51,3961.6,ERVISS
ARI incidence,FI,2023-12-17,2023-W50,3736.8,ERVISS
ARI incidence,FI,2023-12-10,2023-W49,3440.0,ERVISS
ARI incidence,FI,2023-12-03,2023-W48,3367.6,ERVISS
ARI incidence,FI,2023-11-26,2023-W47,3326.9,ERVISS
ARI incidence,FI,2023-10-29,2023-W43,3314.8,ERVISS
ARI incidence,FI,2023-10-22,2023-W42,3330.4,ERVISS
ARI incidence,FI,2023-10-15,2023-W41,3003.8,ERVISS
ARI incidence,FI,2023-10-08,2023-W40,2722.3,ERVISS
ARI incidence,FI,2023-09-24,2023-W38,2708.5,ERVISS
ARI incidence,FI,2023-09-17,2023-W37,2698.2,ERVISS
ARI incidence,FI,2023-09-10,2023-W36,2800.7,ERVISS
ARI incidence,FI,2023-09-03,2023-W35,2540.7,ERVISS
ARI incidence,FI,2023-08-27,2023-W34,2151.1,ERVISS
ARI incidence,FI,2023-08-20,2023-W33,1758.1,ERVISS
ARI incidence,FI,2023-08-13,2023-W32,1522.5,ERVISS
ARI incidence,FI,2023-08-06,2023-W31,1556.4,ERVISS
ARI incidence,FI,2023-07-30,2023-W30,1580.7,ERVISS
ARI incidence,FI,2023-07-23,2023-W29,1590.2,ERVISS
ARI incidence,FI,2023-07-16,2023-W28,1570.9,ERVISS
ARI incidence,FI,2023-07-09,2023-W27,1461.5,ERVISS
ARI incidence,FI,2023-07-02,2023-W26,1489.9,ERVISS
ARI incidence,FI,2023-06-25,2023-W25,1506.8,ERVISS
ARI incidence,FI,2023-06-18,2023-W24,1874.7,ERVISS
ARI incidence,FI,2023-06-11,2023-W23,2149.8,ERVISS
ARI incidence,FI,2023-06-04,2023-W22,2120.6,ERVISS
ARI incidence,FI,2023-05-28,2023-W21,2181.1,ERVISS
ARI incidence,FI,2023-05-21,2023-W20,2315.7,ERVISS
ARI incidence,FI,2023-05-14,2023-W19,2466.8,ERVISS
ARI incidence,FI,2023-05-07,2023-W18,2311.2,ERVISS
ARI incidence,FI,2023-04-30,2023-W17,2195.1,ERVISS
ARI incidence,FI,2023-04-23,2023-W16,2314.2,ERVISS
ARI incidence,FI,2023-04-16,2023-W15,2504.0,ERVISS
ARI incidence,FI,2023-04-09,2023-W14,2478.3,ERVISS
ARI incidence,FI,2023-04-02,2023-W13,2566.4,ERVISS
ARI incidence,FI,2023-03-26,2023-W12,2587.6,ERVISS
ARI incidence,FI,2023-03-19,2023-W11,2534.0,ERVISS
ARI incidence,FI,2023-03-12,2023-W10,2534.3,ERVISS
ARI incidence,FI,2023-03-05,2023-W09,2629.0,ERVISS
ARI incidence,FI,2023-02-26,2023-W08,2736.5,ERVISS
ARI incidence,FI,2023-02-19,2023-W07,2651.7,ERVISS
ARI incidence,FI,2023-02-12,2023-W06,2427.3,ERVISS
ARI incidence,FI,2023-02-05,2023-W05,2483.1,ERVISS
ARI incidence,FI,2023-01-29,2023-W04,2612.3,ERVISS
ARI incidence,FI,2023-01-22,2023-W03,2689.3,ERVISS
ARI incidence,FI,2023-01-15,2023-W02,3253.1,ERVISS
ARI incidence,FI,2023-01-08,2023-W01,4463.0,ERVISS
ARI incidence,FI,2023-01-01,2022-W52,5490.4,ERVISS
ARI incidence,FI,2022-12-25,2022-W51,4762.2,ERVISS
ARI incidence,FI,2022-12-18,2022-W50,4489.0,ERVISS
ARI incidence,FI,2022-12-11,2022-W49,4030.5,ERVISS
ARI incidence,FI,2022-12-04,2022-W48,3857.4,ERVISS
ARI incidence,FI,2022-11-27,2022-W47,3427.5,ERVISS
ARI incidence,FI,2022-11-20,2022-W46,3102.6,ERVISS
ARI incidence,FI,2022-11-13,2022-W45,3123.0,ERVISS
ARI incidence,FI,2022-11-06,2022-W44,2890.6,ERVISS
ARI incidence,FI,2022-10-30,2022-W43,3337.4,ERVISS
ARI incidence,FI,2022-10-23,2022-W42,3432.2,ERVISS
ARI incidence,FI,2022-10-16,2022-W41,3392.0,ERVISS
ARI incidence,FI,2022-10-09,2022-W40,3156.6,ERVISS
ARI incidence,FI,2022-10-02,2022-W39,3092.1,ERVISS
ARI incidence,FI,2022-09-25,2022-W38,2927.3,ERVISS
ARI incidence,FI,2022-09-18,2022-W37,2999.7,ERVISS
ARI incidence,FI,2022-09-11,2022-W36,3117.8,ERVISS
ARI incidence,FI,2022-09-04,2022-W35,2780.0,ERVISS
ARI incidence,FI,2022-08-28,2022-W34,2417.9,ERVISS
ARI incidence,FI,2022-08-21,2022-W33,2363.2,ERVISS
ARI incidence,FI,2022-08-14,2022-W32,2512.4,ERVISS
ARI incidence,FI,2022-08-07,2022-W31,2672.1,ERVISS
ARI incidence,FI,2022-07-31,2022-W30,2771.5,ERVISS
ARI incidence,FI,2022-07-24,2022-W29,2852.5,ERVISS
ARI incidence,FI,2022-07-17,2022-W28,2459.0,ERVISS
ARI incidence,FI,2022-07-10,2022-W27,2060.8,ERVISS
ARI incidence,FI,2022-07-03,2022-W26,2005.0,ERVISS
ARI incidence,FI,2022-06-26,2022-W25,1932.8,ERVISS
ARI incidence,FI,2022-06-19,2022-W24,1990.0,ERVISS
ARI incidence,FI,2022-06-12,2022-W23,2089.7,ERVISS
ARI incidence,FI,2022-06-05,2022-W22,2069.0,ERVISS
ARI incidence,FI,2022-05-29,2022-W21,2148.1,ERVISS
ARI incidence,FI,2022-05-22,2022-W20,2265.7,ERVISS
ARI incidence,FI,2022-05-15,2022-W19,2685.5,ERVISS
ARI incidence,FI,2022-05-08,2022-W18,2915.6,ERVISS
ARI incidence,FI,2022-05-01,2022-W17,2493.3,ERVISS
ARI incidence,FI,2022-04-24,2022-W16,2606.0,ERVISS
ARI incidence,FI,2022-04-17,2022-W15,2475.2,ERVISS
ARI incidence,FI,2022-04-10,2022-W14,2645.1,ERVISS
ARI incidence,FI,2022-04-03,2022-W13,2671.0,ERVISS
ARI incidence,FI,2022-03-27,2022-W12,2811.1,ERVISS
ARI incidence,FI,2022-03-20,2022-W11,2196.3,ERVISS
ARI incidence,FI,2022-03-13,2022-W10,2787.3,ERVISS
ARI incidence,FI,2022-03-06,2022-W09,2596.6,ERVISS
ARI incidence,FI,2022-02-27,2022-W08,2841.0,ERVISS
ARI incidence,FI,2022-02-20,2022-W07,2829.0,ERVISS
ARI incidence,FI,2022-02-13,2022-W06,2722.7,ERVISS
ARI incidence,FI,2022-02-06,2022-W05,2137.3,ERVISS
ARI incidence,FI,2022-01-30,2022-W04,2640.8,ERVISS
ARI incidence,FI,2022-01-23,2022-W03,2660.9,ERVISS
ARI incidence,FI,2022-01-16,2022-W02,2683.0,ERVISS
ARI incidence,FI,2022-01-09,2022-W01,3232.3,ERVISS
ARI incidence,FI,2022-01-02,2021-W52,3379.6,ERVISS
ARI incidence,FI,2021-12-26,2021-W51,3062.6,ERVISS
ARI incidence,FI,2021-12-19,2021-W50,2870.5,ERVISS
ARI incidence,FI,2021-12-12,2021-W49,2986.6,ERVISS
ARI incidence,FI,2021-12-05,2021-W48,3035.6,ERVISS
ARI incidence,FI,2021-11-28,2021-W47,2850.0,ERVISS
ARI incidence,FI,2021-11-21,2021-W46,2661.9,ERVISS
ARI incidence,FI,2021-11-14,2021-W45,2495.3,ERVISS
ARI incidence,FI,2021-11-07,2021-W44,2223.7,ERVISS
ARI incidence,FI,2021-10-31,2021-W43,2195.4,ERVISS
ARI incidence,FI,2021-10-24,2021-W42,2335.6,ERVISS
ARI incidence,FI,2021-10-17,2021-W41,2151.4,ERVISS
ARI incidence,FI,2021-10-10,2021-W40,2168.2,ERVISS
ARI incidence,FR,2025-03-23,2025-W12,161.6,ERVISS
ARI incidence,FR,2025-03-16,2025-W11,149.8,ERVISS
ARI incidence,FR,2025-03-09,2025-W10,145.1,ERVISS
ARI incidence,FR,2025-03-02,2025-W09,187.6,ERVISS
ARI incidence,FR,2025-02-23,2025-W08,284.0,ERVISS
ARI incidence,FR,2025-02-16,2025-W07,413.4,ERVISS
ARI incidence,FR,2025-02-09,2025-W06,527.9,ERVISS
ARI incidence,FR,2025-02-02,2025-W05,642.3,ERVISS
ARI incidence,FR,2025-01-26,2025-W04,675.0,ERVISS
ARI incidence,FR,2025-01-19,2025-W03,500.9,ERVISS
ARI incidence,FR,2025-01-12,2025-W02,517.0,ERVISS
ARI incidence,FR,2025-01-05,2025-W01,489.1,ERVISS
ARI incidence,FR,2024-12-29,2024-W52,438.3,ERVISS
ARI incidence,FR,2024-12-22,2024-W51,460.9,ERVISS
ARI incidence,FR,2024-12-15,2024-W50,341.5,ERVISS
ARI incidence,FR,2024-12-08,2024-W49,291.7,ERVISS
ARI incidence,FR,2024-12-01,2024-W48,255.2,ERVISS
ARI incidence,FR,2024-11-24,2024-W47,232.6,ERVISS
ARI incidence,FR,2024-11-17,2024-W46,168.6,ERVISS
ARI incidence,FR,2024-11-10,2024-W45,145.0,ERVISS
ARI incidence,FR,2024-11-03,2024-W44,119.4,ERVISS
ARI incidence,FR,2024-10-27,2024-W43,152.7,ERVISS
ARI incidence,FR,2024-10-20,2024-W42,201.4,ERVISS
ARI incidence,FR,2024-10-13,2024-W41,235.0,ERVISS
ARI incidence,FR,2024-10-06,2024-W40,243.3,ERVISS
ARI incidence,FR,2024-09-29,2024-W39,250.7,ERVISS
ARI incidence,FR,2024-09-22,2024-W38,262.4,ERVISS
ARI incidence,FR,2024-09-15,2024-W37,173.8,ERVISS
ARI incidence,FR,2024-09-08,2024-W36,104.9,ERVISS
ARI incidence,FR,2024-09-01,2024-W35,86.7,ERVISS
ARI incidence,FR,2024-08-25,2024-W34,83.3,ERVISS
ARI incidence,FR,2024-08-18,2024-W33,64.9,ERVISS
ARI incidence,FR,2024-08-11,2024-W32,78.0,ERVISS
ARI incidence,FR,2024-08-04,2024-W31,88.9,ERVISS
ARI incidence,FR,2024-04-21,2024-W16,125.6,ERVISS
ARI incidence,FR,2024-04-14,2024-W15,121.7,ERVISS
ARI incidence,FR,2024-04-07,2024-W14,122.8,ERVISS
ARI incidence,FR,2024-03-31,2024-W13,130.4,ERVISS
